role,level,skill,course_name,course_type,course_url,time_to_complete,project_name,project_type,project_description,certification_name,cert_provider,cert_cost
ML Engineer,Lead,RAG,Building and Evaluating Advanced RAG (DeepLearning.AI),Free,https://www.deeplearning.ai/short-courses/building-evaluating-advanced-rag/,2h,Research Paper Assistant,Free,"Build a RAG system that ingests arxiv PDFs, uses hybrid search, re-ranking, and answers domain questions — while mentoring a peer, writing ADRs, and reviewing code",N/A,N/A,N/A
ML Engineer,Junior,Vector Databases,Vector Databases: from Embeddings to Applications (DeepLearning.AI),Free,https://www.deeplearning.ai/short-courses/vector-databases-embeddings-applications/,3h,Semantic Search Engine,Free,"Build a semantic search engine over a dataset using Weaviate, OpenAI embeddings, and similarity filtering — following a guided tutorial with focus on core concepts",N/A,N/A,N/A
ML Engineer,Mid,Vector Databases,Vector Databases: from Embeddings to Applications (DeepLearning.AI),Free,https://www.deeplearning.ai/short-courses/vector-databases-embeddings-applications/,3h,Semantic Search Engine,Free,"Build a semantic search engine over a dataset using Weaviate, OpenAI embeddings, and similarity filtering — independently with documentation and debugging",N/A,N/A,N/A
ML Engineer,Senior,Vector Databases,Vector Databases: from Embeddings to Applications (DeepLearning.AI),Free,https://www.deeplearning.ai/short-courses/vector-databases-embeddings-applications/,3h,Semantic Search Engine,Free,"Build a semantic search engine over a dataset using Weaviate, OpenAI embeddings, and similarity filtering — with production-grade error handling, testing, and documentation",N/A,N/A,N/A
ML Engineer,Lead,Vector Databases,Vector Databases: from Embeddings to Applications (DeepLearning.AI),Free,https://www.deeplearning.ai/short-courses/vector-databases-embeddings-applications/,3h,Semantic Search Engine,Free,"Build a semantic search engine over a dataset using Weaviate, OpenAI embeddings, and similarity filtering — while mentoring a peer, writing ADRs, and reviewing code",N/A,N/A,N/A
ML Engineer,Junior,LLMs,"Large Language Models: Application Through Production (Databricks, edX)",Free,https://www.edx.org/learn/computer-science/databricks-large-language-models-application-through-production,12h,LLM-Powered Code Review Bot,Free,"Build a bot that reviews GitHub PRs using an LLM API, formats feedback, and posts comments via GitHub API — following a guided tutorial with focus on core concepts",N/A,N/A,N/A
ML Engineer,Mid,LLMs,"Large Language Models: Application Through Production (Databricks, edX)",Free,https://www.edx.org/learn/computer-science/databricks-large-language-models-application-through-production,12h,LLM-Powered Code Review Bot,Free,"Build a bot that reviews GitHub PRs using an LLM API, formats feedback, and posts comments via GitHub API — independently with documentation and debugging",N/A,N/A,N/A
ML Engineer,Senior,LLMs,"Large Language Models: Application Through Production (Databricks, edX)",Free,https://www.edx.org/learn/computer-science/databricks-large-language-models-application-through-production,12h,LLM-Powered Code Review Bot,Free,"Build a bot that reviews GitHub PRs using an LLM API, formats feedback, and posts comments via GitHub API — with production-grade error handling, testing, and documentation",N/A,N/A,N/A
ML Engineer,Lead,LLMs,"Large Language Models: Application Through Production (Databricks, edX)",Free,https://www.edx.org/learn/computer-science/databricks-large-language-models-application-through-production,12h,LLM-Powered Code Review Bot,Free,"Build a bot that reviews GitHub PRs using an LLM API, formats feedback, and posts comments via GitHub API — while mentoring a peer, writing ADRs, and reviewing code",N/A,N/A,N/A
ML Engineer,Junior,Scikit-learn,"Machine Learning A-Z: AI, Python & R (Kirill Eremenko)",Paid,https://www.udemy.com/course/machinelearning/,44h,Customer Churn Predictor,Free,"Build a churn prediction model with feature engineering, cross-validation, hyperparameter tuning, and ROC analysis — following a guided tutorial with focus on core concepts",N/A,N/A,N/A
ML Engineer,Mid,Scikit-learn,"Machine Learning A-Z: AI, Python & R (Kirill Eremenko)",Paid,https://www.udemy.com/course/machinelearning/,44h,Customer Churn Predictor,Free,"Build a churn prediction model with feature engineering, cross-validation, hyperparameter tuning, and ROC analysis — independently with documentation and debugging",N/A,N/A,N/A
ML Engineer,Senior,Scikit-learn,"Machine Learning A-Z: AI, Python & R (Kirill Eremenko)",Paid,https://www.udemy.com/course/machinelearning/,44h,Customer Churn Predictor,Free,"Build a churn prediction model with feature engineering, cross-validation, hyperparameter tuning, and ROC analysis — with production-grade error handling, testing, and documentation",N/A,N/A,N/A
ML Engineer,Lead,Scikit-learn,"Machine Learning A-Z: AI, Python & R (Kirill Eremenko)",Paid,https://www.udemy.com/course/machinelearning/,44h,Customer Churn Predictor,Free,"Build a churn prediction model with feature engineering, cross-validation, hyperparameter tuning, and ROC analysis — while mentoring a peer, writing ADRs, and reviewing code",N/A,N/A,N/A
ML Engineer,Junior,Kubernetes,Kubernetes for the Absolute Beginners (KodeKloud),Paid,https://www.udemy.com/course/learn-kubernetes/,8h,Microservices Deployment on K8s,Free,"Deploy a 3-tier app on a local Minikube cluster with Deployments, Services, ConfigMaps, and Ingress — following a guided tutorial with focus on core concepts",Certified Kubernetes Administrator (CKA),CNCF,Paid
ML Engineer,Mid,Kubernetes,Kubernetes for the Absolute Beginners (KodeKloud),Paid,https://www.udemy.com/course/learn-kubernetes/,8h,Microservices Deployment on K8s,Free,"Deploy a 3-tier app on a local Minikube cluster with Deployments, Services, ConfigMaps, and Ingress — independently with documentation and debugging",Certified Kubernetes Administrator (CKA),CNCF,Paid
ML Engineer,Senior,Kubernetes,Kubernetes for the Absolute Beginners (KodeKloud),Paid,https://www.udemy.com/course/learn-kubernetes/,8h,Microservices Deployment on K8s,Free,"Deploy a 3-tier app on a local Minikube cluster with Deployments, Services, ConfigMaps, and Ingress — with production-grade error handling, testing, and documentation",Certified Kubernetes Administrator (CKA),CNCF,Paid
ML Engineer,Lead,Kubernetes,Kubernetes for the Absolute Beginners (KodeKloud),Paid,https://www.udemy.com/course/learn-kubernetes/,8h,Microservices Deployment on K8s,Free,"Deploy a 3-tier app on a local Minikube cluster with Deployments, Services, ConfigMaps, and Ingress — while mentoring a peer, writing ADRs, and reviewing code",Certified Kubernetes Administrator (CKA),CNCF,Paid
ML Engineer,Junior,Docker,Docker & Kubernetes: The Practical Guide (Maximilian Schwarzmüller),Paid,https://www.udemy.com/course/docker-kubernetes-the-practical-guide/,24h,Dockerized Microservices App,Free,"Containerize a 3-service app (frontend, backend, DB) with Docker Compose, volumes, and networking — following a guided tutorial with focus on core concepts",Docker Certified Associate,Docker,Paid
ML Engineer,Mid,Docker,Docker & Kubernetes: The Practical Guide (Maximilian Schwarzmüller),Paid,https://www.udemy.com/course/docker-kubernetes-the-practical-guide/,24h,Dockerized Microservices App,Free,"Containerize a 3-service app (frontend, backend, DB) with Docker Compose, volumes, and networking — independently with documentation and debugging",Docker Certified Associate,Docker,Paid
ML Engineer,Senior,Docker,Docker & Kubernetes: The Practical Guide (Maximilian Schwarzmüller),Paid,https://www.udemy.com/course/docker-kubernetes-the-practical-guide/,24h,Dockerized Microservices App,Free,"Containerize a 3-service app (frontend, backend, DB) with Docker Compose, volumes, and networking — with production-grade error handling, testing, and documentation",Docker Certified Associate,Docker,Paid
ML Engineer,Lead,Docker,Docker & Kubernetes: The Practical Guide (Maximilian Schwarzmüller),Paid,https://www.udemy.com/course/docker-kubernetes-the-practical-guide/,24h,Dockerized Microservices App,Free,"Containerize a 3-service app (frontend, backend, DB) with Docker Compose, volumes, and networking — while mentoring a peer, writing ADRs, and reviewing code",Docker Certified Associate,Docker,Paid
ML Engineer,Junior,SQL,SQL for Data Analysis (Mode Analytics),Free,https://mode.com/sql-tutorial/,10h,Sales Analytics Dashboard Queries,Free,"Write complex SQL queries with CTEs, window functions, and subqueries to answer 10 business questions on a sales DB — following a guided tutorial with focus on core concepts",N/A,N/A,N/A
ML Engineer,Mid,SQL,SQL for Data Analysis (Mode Analytics),Free,https://mode.com/sql-tutorial/,10h,Sales Analytics Dashboard Queries,Free,"Write complex SQL queries with CTEs, window functions, and subqueries to answer 10 business questions on a sales DB — independently with documentation and debugging",N/A,N/A,N/A
ML Engineer,Senior,SQL,SQL for Data Analysis (Mode Analytics),Free,https://mode.com/sql-tutorial/,10h,Sales Analytics Dashboard Queries,Free,"Write complex SQL queries with CTEs, window functions, and subqueries to answer 10 business questions on a sales DB — with production-grade error handling, testing, and documentation",N/A,N/A,N/A
ML Engineer,Lead,SQL,SQL for Data Analysis (Mode Analytics),Free,https://mode.com/sql-tutorial/,10h,Sales Analytics Dashboard Queries,Free,"Write complex SQL queries with CTEs, window functions, and subqueries to answer 10 business questions on a sales DB — while mentoring a peer, writing ADRs, and reviewing code",N/A,N/A,N/A
ML Engineer,Junior,Feature Store,Feature Engineering for Machine Learning (Udemy – Sole Galli),Paid,https://www.udemy.com/course/feature-engineering-for-machine-learning/,8h,Feature Store with Feast,Free,"Set up Feast locally, define feature views from a CSV dataset, and serve features for online/offline model training — following a guided tutorial with focus on core concepts",N/A,N/A,N/A
ML Engineer,Mid,Feature Store,Feature Engineering for Machine Learning (Udemy – Sole Galli),Paid,https://www.udemy.com/course/feature-engineering-for-machine-learning/,8h,Feature Store with Feast,Free,"Set up Feast locally, define feature views from a CSV dataset, and serve features for online/offline model training — independently with documentation and debugging",N/A,N/A,N/A
ML Engineer,Senior,Feature Store,Feature Engineering for Machine Learning (Udemy – Sole Galli),Paid,https://www.udemy.com/course/feature-engineering-for-machine-learning/,8h,Feature Store with Feast,Free,"Set up Feast locally, define feature views from a CSV dataset, and serve features for online/offline model training — with production-grade error handling, testing, and documentation",N/A,N/A,N/A
ML Engineer,Lead,Feature Store,Feature Engineering for Machine Learning (Udemy – Sole Galli),Paid,https://www.udemy.com/course/feature-engineering-for-machine-learning/,8h,Feature Store with Feast,Free,"Set up Feast locally, define feature views from a CSV dataset, and serve features for online/offline model training — while mentoring a peer, writing ADRs, and reviewing code",N/A,N/A,N/A
ML Engineer,Junior,Fine-tuning,Finetuning Large Language Models (DeepLearning.AI),Free,https://www.deeplearning.ai/short-courses/finetuning-large-language-models/,2h,Domain-Specific Q&A Fine-Tune,Free,Fine-tune a small open-source LLM on a custom FAQ dataset using LoRA and evaluate with BLEU/ROUGE scores — following a guided tutorial with focus on core concepts,N/A,N/A,N/A
ML Engineer,Mid,Fine-tuning,Finetuning Large Language Models (DeepLearning.AI),Free,https://www.deeplearning.ai/short-courses/finetuning-large-language-models/,2h,Domain-Specific Q&A Fine-Tune,Free,Fine-tune a small open-source LLM on a custom FAQ dataset using LoRA and evaluate with BLEU/ROUGE scores — independently with documentation and debugging,N/A,N/A,N/A
ML Engineer,Senior,Fine-tuning,Finetuning Large Language Models (DeepLearning.AI),Free,https://www.deeplearning.ai/short-courses/finetuning-large-language-models/,2h,Domain-Specific Q&A Fine-Tune,Free,"Fine-tune a small open-source LLM on a custom FAQ dataset using LoRA and evaluate with BLEU/ROUGE scores — with production-grade error handling, testing, and documentation",N/A,N/A,N/A
ML Engineer,Lead,Fine-tuning,Finetuning Large Language Models (DeepLearning.AI),Free,https://www.deeplearning.ai/short-courses/finetuning-large-language-models/,2h,Domain-Specific Q&A Fine-Tune,Free,"Fine-tune a small open-source LLM on a custom FAQ dataset using LoRA and evaluate with BLEU/ROUGE scores — while mentoring a peer, writing ADRs, and reviewing code",N/A,N/A,N/A
Cloud / DevOps Engineer,Junior,Terraform,HashiCorp Terraform Associate Certification (KodeKloud),Paid,https://www.udemy.com/course/terraform-beginner-to-advanced/,12h,AWS Multi-Tier Infrastructure,Free,"Provision a VPC, EC2 instances, RDS, and S3 bucket on AWS using Terraform modules and remote state — following a guided tutorial with focus on core concepts",HashiCorp Certified: Terraform Associate,HashiCorp,Paid
Cloud / DevOps Engineer,Mid,Terraform,HashiCorp Terraform Associate Certification (KodeKloud),Paid,https://www.udemy.com/course/terraform-beginner-to-advanced/,12h,AWS Multi-Tier Infrastructure,Free,"Provision a VPC, EC2 instances, RDS, and S3 bucket on AWS using Terraform modules and remote state — independently with documentation and debugging",HashiCorp Certified: Terraform Associate,HashiCorp,Paid
Cloud / DevOps Engineer,Senior,Terraform,HashiCorp Terraform Associate Certification (KodeKloud),Paid,https://www.udemy.com/course/terraform-beginner-to-advanced/,12h,AWS Multi-Tier Infrastructure,Free,"Provision a VPC, EC2 instances, RDS, and S3 bucket on AWS using Terraform modules and remote state — with production-grade error handling, testing, and documentation",HashiCorp Certified: Terraform Associate,HashiCorp,Paid
Cloud / DevOps Engineer,Lead,Terraform,HashiCorp Terraform Associate Certification (KodeKloud),Paid,https://www.udemy.com/course/terraform-beginner-to-advanced/,12h,AWS Multi-Tier Infrastructure,Free,"Provision a VPC, EC2 instances, RDS, and S3 bucket on AWS using Terraform modules and remote state — while mentoring a peer, writing ADRs, and reviewing code",HashiCorp Certified: Terraform Associate,HashiCorp,Paid
Cloud / DevOps Engineer,Junior,Kubernetes,Kubernetes for the Absolute Beginners (KodeKloud),Paid,https://www.udemy.com/course/learn-kubernetes/,8h,Microservices Deployment on K8s,Free,"Deploy a 3-tier app on a local Minikube cluster with Deployments, Services, ConfigMaps, and Ingress — following a guided tutorial with focus on core concepts",Certified Kubernetes Administrator (CKA),CNCF,Paid
Cloud / DevOps Engineer,Mid,Kubernetes,Kubernetes for the Absolute Beginners (KodeKloud),Paid,https://www.udemy.com/course/learn-kubernetes/,8h,Microservices Deployment on K8s,Free,"Deploy a 3-tier app on a local Minikube cluster with Deployments, Services, ConfigMaps, and Ingress — independently with documentation and debugging",Certified Kubernetes Administrator (CKA),CNCF,Paid
Cloud / DevOps Engineer,Senior,Kubernetes,Kubernetes for the Absolute Beginners (KodeKloud),Paid,https://www.udemy.com/course/learn-kubernetes/,8h,Microservices Deployment on K8s,Free,"Deploy a 3-tier app on a local Minikube cluster with Deployments, Services, ConfigMaps, and Ingress — with production-grade error handling, testing, and documentation",Certified Kubernetes Administrator (CKA),CNCF,Paid
Cloud / DevOps Engineer,Lead,Kubernetes,Kubernetes for the Absolute Beginners (KodeKloud),Paid,https://www.udemy.com/course/learn-kubernetes/,8h,Microservices Deployment on K8s,Free,"Deploy a 3-tier app on a local Minikube cluster with Deployments, Services, ConfigMaps, and Ingress — while mentoring a peer, writing ADRs, and reviewing code",Certified Kubernetes Administrator (CKA),CNCF,Paid
Cloud / DevOps Engineer,Junior,Docker,Docker & Kubernetes: The Practical Guide (Maximilian Schwarzmüller),Paid,https://www.udemy.com/course/docker-kubernetes-the-practical-guide/,24h,Dockerized Microservices App,Free,"Containerize a 3-service app (frontend, backend, DB) with Docker Compose, volumes, and networking — following a guided tutorial with focus on core concepts",Docker Certified Associate,Docker,Paid
Cloud / DevOps Engineer,Mid,Docker,Docker & Kubernetes: The Practical Guide (Maximilian Schwarzmüller),Paid,https://www.udemy.com/course/docker-kubernetes-the-practical-guide/,24h,Dockerized Microservices App,Free,"Containerize a 3-service app (frontend, backend, DB) with Docker Compose, volumes, and networking — independently with documentation and debugging",Docker Certified Associate,Docker,Paid
Cloud / DevOps Engineer,Senior,Docker,Docker & Kubernetes: The Practical Guide (Maximilian Schwarzmüller),Paid,https://www.udemy.com/course/docker-kubernetes-the-practical-guide/,24h,Dockerized Microservices App,Free,"Containerize a 3-service app (frontend, backend, DB) with Docker Compose, volumes, and networking — with production-grade error handling, testing, and documentation",Docker Certified Associate,Docker,Paid
Cloud / DevOps Engineer,Lead,Docker,Docker & Kubernetes: The Practical Guide (Maximilian Schwarzmüller),Paid,https://www.udemy.com/course/docker-kubernetes-the-practical-guide/,24h,Dockerized Microservices App,Free,"Containerize a 3-service app (frontend, backend, DB) with Docker Compose, volumes, and networking — while mentoring a peer, writing ADRs, and reviewing code",Docker Certified Associate,Docker,Paid
Cloud / DevOps Engineer,Junior,AWS,AWS Certified Solutions Architect – Associate (Stephane Maarek),Paid,https://www.udemy.com/course/aws-certified-solutions-architect-associate-saa-c03/,27h,Serverless Image Processing Pipeline,Free,"Build an S3-triggered Lambda that resizes images, stores metadata in DynamoDB, and sends SNS notifications — following a guided tutorial with focus on core concepts",AWS Solutions Architect Associate,AWS,Paid
Cloud / DevOps Engineer,Mid,AWS,AWS Certified Solutions Architect – Associate (Stephane Maarek),Paid,https://www.udemy.com/course/aws-certified-solutions-architect-associate-saa-c03/,27h,Serverless Image Processing Pipeline,Free,"Build an S3-triggered Lambda that resizes images, stores metadata in DynamoDB, and sends SNS notifications — independently with documentation and debugging",AWS Solutions Architect Associate,AWS,Paid
Cloud / DevOps Engineer,Senior,AWS,AWS Certified Solutions Architect – Associate (Stephane Maarek),Paid,https://www.udemy.com/course/aws-certified-solutions-architect-associate-saa-c03/,27h,Serverless Image Processing Pipeline,Free,"Build an S3-triggered Lambda that resizes images, stores metadata in DynamoDB, and sends SNS notifications — with production-grade error handling, testing, and documentation",AWS Solutions Architect Associate,AWS,Paid
Cloud / DevOps Engineer,Lead,AWS,AWS Certified Solutions Architect – Associate (Stephane Maarek),Paid,https://www.udemy.com/course/aws-certified-solutions-architect-associate-saa-c03/,27h,Serverless Image Processing Pipeline,Free,"Build an S3-triggered Lambda that resizes images, stores metadata in DynamoDB, and sends SNS notifications — while mentoring a peer, writing ADRs, and reviewing code",AWS Solutions Architect Associate,AWS,Paid
Cloud / DevOps Engineer,Junior,GCP,Google Cloud Professional Cloud Architect (Google Cloud Skills Boost),Paid,https://cloud.google.com/learn/certification/cloud-architect,40h,GKE Auto-Scaling Web App,Free,"Deploy a containerized app to GKE with horizontal pod autoscaling, Cloud Load Balancing, and Cloud SQL backend — following a guided tutorial with focus on core concepts",Google Cloud Professional Cloud Architect,Google,Paid
Cloud / DevOps Engineer,Mid,GCP,Google Cloud Professional Cloud Architect (Google Cloud Skills Boost),Paid,https://cloud.google.com/learn/certification/cloud-architect,40h,GKE Auto-Scaling Web App,Free,"Deploy a containerized app to GKE with horizontal pod autoscaling, Cloud Load Balancing, and Cloud SQL backend — independently with documentation and debugging",Google Cloud Professional Cloud Architect,Google,Paid
Cloud / DevOps Engineer,Senior,GCP,Google Cloud Professional Cloud Architect (Google Cloud Skills Boost),Paid,https://cloud.google.com/learn/certification/cloud-architect,40h,GKE Auto-Scaling Web App,Free,"Deploy a containerized app to GKE with horizontal pod autoscaling, Cloud Load Balancing, and Cloud SQL backend — with production-grade error handling, testing, and documentation",Google Cloud Professional Cloud Architect,Google,Paid
Cloud / DevOps Engineer,Lead,GCP,Google Cloud Professional Cloud Architect (Google Cloud Skills Boost),Paid,https://cloud.google.com/learn/certification/cloud-architect,40h,GKE Auto-Scaling Web App,Free,"Deploy a containerized app to GKE with horizontal pod autoscaling, Cloud Load Balancing, and Cloud SQL backend — while mentoring a peer, writing ADRs, and reviewing code",Google Cloud Professional Cloud Architect,Google,Paid
Cloud / DevOps Engineer,Junior,CI/CD,GitHub Actions - The Complete Guide (Maximilian Schwarzmüller),Paid,https://www.udemy.com/course/github-actions-the-complete-guide/,14h,Automated Deploy Pipeline,Free,"Create a GitHub Actions pipeline that runs tests, builds Docker images, and deploys to a cloud service on merge — following a guided tutorial with focus on core concepts",N/A,N/A,N/A
Cloud / DevOps Engineer,Mid,CI/CD,GitHub Actions - The Complete Guide (Maximilian Schwarzmüller),Paid,https://www.udemy.com/course/github-actions-the-complete-guide/,14h,Automated Deploy Pipeline,Free,"Create a GitHub Actions pipeline that runs tests, builds Docker images, and deploys to a cloud service on merge — independently with documentation and debugging",N/A,N/A,N/A
Cloud / DevOps Engineer,Senior,CI/CD,GitHub Actions - The Complete Guide (Maximilian Schwarzmüller),Paid,https://www.udemy.com/course/github-actions-the-complete-guide/,14h,Automated Deploy Pipeline,Free,"Create a GitHub Actions pipeline that runs tests, builds Docker images, and deploys to a cloud service on merge — with production-grade error handling, testing, and documentation",N/A,N/A,N/A
Cloud / DevOps Engineer,Lead,CI/CD,GitHub Actions - The Complete Guide (Maximilian Schwarzmüller),Paid,https://www.udemy.com/course/github-actions-the-complete-guide/,14h,Automated Deploy Pipeline,Free,"Create a GitHub Actions pipeline that runs tests, builds Docker images, and deploys to a cloud service on merge — while mentoring a peer, writing ADRs, and reviewing code",N/A,N/A,N/A
Cloud / DevOps Engineer,Junior,Helm,Helm Kubernetes Packaging Manager for Developers and DevOps (Udemy),Paid,https://www.udemy.com/course/helm-kubernetes-packaging-manager-for-developers-and-devops/,8h,Custom Helm Chart for Web App,Free,"Write a Helm chart for a Node.js app with templates, values.yaml overrides, hooks, and chart versioning — following a guided tutorial with focus on core concepts",N/A,N/A,N/A
Cloud / DevOps Engineer,Mid,Helm,Helm Kubernetes Packaging Manager for Developers and DevOps (Udemy),Paid,https://www.udemy.com/course/helm-kubernetes-packaging-manager-for-developers-and-devops/,8h,Custom Helm Chart for Web App,Free,"Write a Helm chart for a Node.js app with templates, values.yaml overrides, hooks, and chart versioning — independently with documentation and debugging",N/A,N/A,N/A
Cloud / DevOps Engineer,Senior,Helm,Helm Kubernetes Packaging Manager for Developers and DevOps (Udemy),Paid,https://www.udemy.com/course/helm-kubernetes-packaging-manager-for-developers-and-devops/,8h,Custom Helm Chart for Web App,Free,"Write a Helm chart for a Node.js app with templates, values.yaml overrides, hooks, and chart versioning — with production-grade error handling, testing, and documentation",N/A,N/A,N/A
Cloud / DevOps Engineer,Lead,Helm,Helm Kubernetes Packaging Manager for Developers and DevOps (Udemy),Paid,https://www.udemy.com/course/helm-kubernetes-packaging-manager-for-developers-and-devops/,8h,Custom Helm Chart for Web App,Free,"Write a Helm chart for a Node.js app with templates, values.yaml overrides, hooks, and chart versioning — while mentoring a peer, writing ADRs, and reviewing code",N/A,N/A,N/A
Cloud / DevOps Engineer,Junior,Prometheus,Prometheus | The Complete Hands-On for Monitoring & Alerting (Udemy),Paid,https://www.udemy.com/course/prometheus-course/,8h,Application Monitoring Dashboard,Free,"Instrument a Node.js app with Prometheus client, scrape metrics, and build a Grafana dashboard with alerts — following a guided tutorial with focus on core concepts",N/A,N/A,N/A
Cloud / DevOps Engineer,Mid,Prometheus,Prometheus | The Complete Hands-On for Monitoring & Alerting (Udemy),Paid,https://www.udemy.com/course/prometheus-course/,8h,Application Monitoring Dashboard,Free,"Instrument a Node.js app with Prometheus client, scrape metrics, and build a Grafana dashboard with alerts — independently with documentation and debugging",N/A,N/A,N/A
Cloud / DevOps Engineer,Senior,Prometheus,Prometheus | The Complete Hands-On for Monitoring & Alerting (Udemy),Paid,https://www.udemy.com/course/prometheus-course/,8h,Application Monitoring Dashboard,Free,"Instrument a Node.js app with Prometheus client, scrape metrics, and build a Grafana dashboard with alerts — with production-grade error handling, testing, and documentation",N/A,N/A,N/A
Cloud / DevOps Engineer,Lead,Prometheus,Prometheus | The Complete Hands-On for Monitoring & Alerting (Udemy),Paid,https://www.udemy.com/course/prometheus-course/,8h,Application Monitoring Dashboard,Free,"Instrument a Node.js app with Prometheus client, scrape metrics, and build a Grafana dashboard with alerts — while mentoring a peer, writing ADRs, and reviewing code",N/A,N/A,N/A
Cloud / DevOps Engineer,Junior,Ansible,Ansible for the Absolute Beginner (KodeKloud),Paid,https://www.udemy.com/course/learn-ansible/,7h,Automated Server Provisioning,Free,"Write Ansible playbooks to provision and configure 3 VMs with Nginx, app deployment, and firewall rules — following a guided tutorial with focus on core concepts",Red Hat Certified Engineer (RHCE),Red Hat,Paid
Cloud / DevOps Engineer,Mid,Ansible,Ansible for the Absolute Beginner (KodeKloud),Paid,https://www.udemy.com/course/learn-ansible/,7h,Automated Server Provisioning,Free,"Write Ansible playbooks to provision and configure 3 VMs with Nginx, app deployment, and firewall rules — independently with documentation and debugging",Red Hat Certified Engineer (RHCE),Red Hat,Paid
Cloud / DevOps Engineer,Senior,Ansible,Ansible for the Absolute Beginner (KodeKloud),Paid,https://www.udemy.com/course/learn-ansible/,7h,Automated Server Provisioning,Free,"Write Ansible playbooks to provision and configure 3 VMs with Nginx, app deployment, and firewall rules — with production-grade error handling, testing, and documentation",Red Hat Certified Engineer (RHCE),Red Hat,Paid
Cloud / DevOps Engineer,Lead,Ansible,Ansible for the Absolute Beginner (KodeKloud),Paid,https://www.udemy.com/course/learn-ansible/,7h,Automated Server Provisioning,Free,"Write Ansible playbooks to provision and configure 3 VMs with Nginx, app deployment, and firewall rules — while mentoring a peer, writing ADRs, and reviewing code",Red Hat Certified Engineer (RHCE),Red Hat,Paid
Cloud / DevOps Engineer,Junior,Linux,"Linux Command Line Basics (Linux Foundation, edX)",Free,https://www.edx.org/course/introduction-to-linux,50h,Shell Scripting Automation Suite,Free,"Write bash scripts for log rotation, system health checks, backup automation, and cron-scheduled reporting — following a guided tutorial with focus on core concepts",Linux Foundation Certified System Administrator (LFCS),Linux Foundation,Paid
Cloud / DevOps Engineer,Mid,Linux,"Linux Command Line Basics (Linux Foundation, edX)",Free,https://www.edx.org/course/introduction-to-linux,50h,Shell Scripting Automation Suite,Free,"Write bash scripts for log rotation, system health checks, backup automation, and cron-scheduled reporting — independently with documentation and debugging",Linux Foundation Certified System Administrator (LFCS),Linux Foundation,Paid
Cloud / DevOps Engineer,Senior,Linux,"Linux Command Line Basics (Linux Foundation, edX)",Free,https://www.edx.org/course/introduction-to-linux,50h,Shell Scripting Automation Suite,Free,"Write bash scripts for log rotation, system health checks, backup automation, and cron-scheduled reporting — with production-grade error handling, testing, and documentation",Linux Foundation Certified System Administrator (LFCS),Linux Foundation,Paid
Cloud / DevOps Engineer,Lead,Linux,"Linux Command Line Basics (Linux Foundation, edX)",Free,https://www.edx.org/course/introduction-to-linux,50h,Shell Scripting Automation Suite,Free,"Write bash scripts for log rotation, system health checks, backup automation, and cron-scheduled reporting — while mentoring a peer, writing ADRs, and reviewing code",Linux Foundation Certified System Administrator (LFCS),Linux Foundation,Paid
Cloud / DevOps Engineer,Junior,ArgoCD,GitOps with ArgoCD (KodeKloud),Paid,https://kodekloud.com/courses/argocd/,5h,GitOps Deployment Pipeline,Free,"Set up ArgoCD on Minikube, connect a Git repo, and implement automated sync and rollback for a sample app — following a guided tutorial with focus on core concepts",N/A,N/A,N/A
Cloud / DevOps Engineer,Mid,ArgoCD,GitOps with ArgoCD (KodeKloud),Paid,https://kodekloud.com/courses/argocd/,5h,GitOps Deployment Pipeline,Free,"Set up ArgoCD on Minikube, connect a Git repo, and implement automated sync and rollback for a sample app — independently with documentation and debugging",N/A,N/A,N/A
Cloud / DevOps Engineer,Senior,ArgoCD,GitOps with ArgoCD (KodeKloud),Paid,https://kodekloud.com/courses/argocd/,5h,GitOps Deployment Pipeline,Free,"Set up ArgoCD on Minikube, connect a Git repo, and implement automated sync and rollback for a sample app — with production-grade error handling, testing, and documentation",N/A,N/A,N/A
Cloud / DevOps Engineer,Lead,ArgoCD,GitOps with ArgoCD (KodeKloud),Paid,https://kodekloud.com/courses/argocd/,5h,GitOps Deployment Pipeline,Free,"Set up ArgoCD on Minikube, connect a Git repo, and implement automated sync and rollback for a sample app — while mentoring a peer, writing ADRs, and reviewing code",N/A,N/A,N/A
Cloud / DevOps Engineer,Junior,Grafana,Grafana for Beginners (Grafana Labs Official Tutorials),Free,https://grafana.com/tutorials/,6h,Infrastructure Observability Stack,Free,"Set up Grafana + Prometheus + Loki stack with Docker Compose, build dashboards, and configure alert rules — following a guided tutorial with focus on core concepts",Grafana Associate Observability Certification,Grafana Labs,Paid
Cloud / DevOps Engineer,Mid,Grafana,Grafana for Beginners (Grafana Labs Official Tutorials),Free,https://grafana.com/tutorials/,6h,Infrastructure Observability Stack,Free,"Set up Grafana + Prometheus + Loki stack with Docker Compose, build dashboards, and configure alert rules — independently with documentation and debugging",Grafana Associate Observability Certification,Grafana Labs,Paid
Cloud / DevOps Engineer,Senior,Grafana,Grafana for Beginners (Grafana Labs Official Tutorials),Free,https://grafana.com/tutorials/,6h,Infrastructure Observability Stack,Free,"Set up Grafana + Prometheus + Loki stack with Docker Compose, build dashboards, and configure alert rules — with production-grade error handling, testing, and documentation",Grafana Associate Observability Certification,Grafana Labs,Paid
